sku,name,status,icecat_attempt,search_url,page_url,downloaded,processed,failed_images,message,raw_dir,output_dir
FUS-HP-JC9101210A,FUS-HP-JC9101210A,dry_run,HP JC9101210A | JC9101210A | FUS-HP-JC9101210A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-HP-JC9101210A,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-HP-JC9101210A
FUS-HP-M404,FUS-HP-M404,dry_run,HP HP-M404 | HP-M404 | FUS-HP-M404,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-HP-M404,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-HP-M404
FUS-HP-M4070,FUS-HP-M4070,dry_run,HP HP-M4070 | HP-M4070 | FUS-HP-M4070,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-HP-M4070,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-HP-M4070
FUS-HP-M4070-CPT,FUS-HP-M4070-CPT,dry_run,HP HP-M4070 | HP-M4070 | FUS-HP-M4070-CPT,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-HP-M4070-CPT,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-HP-M4070-CPT
FUS-HP-RM22585000CN,FUS-HP-RM22585000CN,dry_run,HP RM22585000CN | RM22585000CN | FUS-HP-RM22585000CN,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-HP-RM22585000CN,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-HP-RM22585000CN
FUS-LEX-E460-SC,FUS-LEX-E460-SC,dry_run,LEX-E460 | FUS-LEX-E460-SC,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-LEX-E460-SC,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-LEX-E460-SC
FUS-OKI-C3400,FUS-OKI-C3400,dry_run,OKI OKI-C3400 | OKI-C3400 | FUS-OKI-C3400,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-OKI-C3400,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-OKI-C3400
FUS-SAM-C3010DW,FUS-SAM-C3010DW,dry_run,SAM-C3010DW | FUS-SAM-C3010DW,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-SAM-C3010DW,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-SAM-C3010DW
FUS-SAM-C3010DW-846,FUS-SAM-C3010DW-846,dry_run,SAM-C3010DW-846 | FUS-SAM-C3010DW-846,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-SAM-C3010DW-846,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-SAM-C3010DW-846
FUS-SAM-C4010ND,FUS-SAM-C4010ND,dry_run,SAM-C4010ND | FUS-SAM-C4010ND,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-SAM-C4010ND,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-SAM-C4010ND
FUS-SAM-D6555A,FUS-SAM-D6555A,dry_run,SAM-D6555A | FUS-SAM-D6555A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-SAM-D6555A,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-SAM-D6555A
FUS-SAM-JC9105704A,FUS-SAM-JC9105704A,dry_run,JC9105704A | FUS-SAM-JC9105704A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-SAM-JC9105704A,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-SAM-JC9105704A
FUS-SAM-K2200,FUS-SAM-K2200,dry_run,SAM-K2200 | FUS-SAM-K2200,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-SAM-K2200,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-SAM-K2200
FUS-SAM-M4530,FUS-SAM-M4530,dry_run,SAM-M4530 | FUS-SAM-M4530,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-SAM-M4530,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-SAM-M4530
FUS-SAM-ML4510,FUS-SAM-ML4510,dry_run,ML4510 | FUS-SAM-ML4510,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-SAM-ML4510,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-SAM-ML4510
FUS-SAM-ML5510ND,FUS-SAM-ML5510ND,dry_run,ML5510ND | FUS-SAM-ML5510ND,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-SAM-ML5510ND,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-SAM-ML5510ND
FUS-SAM-SCX4828,FUS-SAM-SCX4828,dry_run,SCX4828 | FUS-SAM-SCX4828,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-SAM-SCX4828,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-SAM-SCX4828
FUS-SAM-X4220,FUS-SAM-X4220,dry_run,SAM-X4220 | FUS-SAM-X4220,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-SAM-X4220,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-SAM-X4220
FUS-XER-6300,FUS-XER-6300,dry_run,XER-6300 | FUS-XER-6300,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-XER-6300,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-XER-6300
FUS-XER-C600,FUS-XER-C600,dry_run,XER-C600 | FUS-XER-C600,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-XER-C600,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-XER-C600
FUS-XER-C8000,FUS-XER-C8000,dry_run,XER-C8000 | FUS-XER-C8000,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\FUS-XER-C8000,C:\Users\Sama Contabilidade\Desktop\MSN\products\FUS-XER-C8000
IMP-HP-E60065DN,IMP-HP-E60065DN,dry_run,HP HP-E60065DN | HP-E60065DN | IMP-HP-E60065DN,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\IMP-HP-E60065DN,C:\Users\Sama Contabilidade\Desktop\MSN\products\IMP-HP-E60065DN
IMP-SAM-C3010,IMP-SAM-C3010,dry_run,SAM-C3010 | IMP-SAM-C3010,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\IMP-SAM-C3010,C:\Users\Sama Contabilidade\Desktop\MSN\products\IMP-SAM-C3010
IMP-SAM-C4010ND,IMP-SAM-C4010ND,dry_run,SAM-C4010ND | IMP-SAM-C4010ND,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\IMP-SAM-C4010ND,C:\Users\Sama Contabilidade\Desktop\MSN\products\IMP-SAM-C4010ND
IMP-SAM-C4062FX,IMP-SAM-C4062FX,dry_run,SAM-C4062FX | IMP-SAM-C4062FX,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\IMP-SAM-C4062FX,C:\Users\Sama Contabilidade\Desktop\MSN\products\IMP-SAM-C4062FX
IMP-SAM-K7500LX,IMP-SAM-K7500LX,dry_run,SAM-K7500LX | IMP-SAM-K7500LX,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\IMP-SAM-K7500LX,C:\Users\Sama Contabilidade\Desktop\MSN\products\IMP-SAM-K7500LX
IMP-SAM-K7600LX,IMP-SAM-K7600LX,dry_run,SAM-K7600LX | IMP-SAM-K7600LX,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\IMP-SAM-K7600LX,C:\Users\Sama Contabilidade\Desktop\MSN\products\IMP-SAM-K7600LX
IMP-SAM-M4070,IMP-SAM-M4070,dry_run,SAM-M4070 | IMP-SAM-M4070,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\IMP-SAM-M4070,C:\Users\Sama Contabilidade\Desktop\MSN\products\IMP-SAM-M4070
IMP-SAM-M4080,IMP-SAM-M4080,dry_run,SAM-M4080 | IMP-SAM-M4080,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\IMP-SAM-M4080,C:\Users\Sama Contabilidade\Desktop\MSN\products\IMP-SAM-M4080
IMP-SAM-M4580FX,IMP-SAM-M4580FX,dry_run,SAM-M4580FX | IMP-SAM-M4580FX,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\IMP-SAM-M4580FX,C:\Users\Sama Contabilidade\Desktop\MSN\products\IMP-SAM-M4580FX
IMP-SAM-M5360,IMP-SAM-M5360,dry_run,SAM-M5360 | IMP-SAM-M5360,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\IMP-SAM-M5360,C:\Users\Sama Contabilidade\Desktop\MSN\products\IMP-SAM-M5360
IMP-SAM-X7500LX,IMP-SAM-X7500LX,dry_run,SAM-X7500LX | IMP-SAM-X7500LX,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\IMP-SAM-X7500LX,C:\Users\Sama Contabilidade\Desktop\MSN\products\IMP-SAM-X7500LX
PAP-GEN-180G-BR,PAP-GEN-180G-BR,dry_run,GEN-180G | PAP-GEN-180G-BR,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PAP-GEN-180G-BR,C:\Users\Sama Contabilidade\Desktop\MSN\products\PAP-GEN-180G-BR
PAP-GEN-180G-BR-1012,PAP-GEN-180G-BR-1012,dry_run,GEN-180G | PAP-GEN-180G-BR-1012,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PAP-GEN-180G-BR-1012,C:\Users\Sama Contabilidade\Desktop\MSN\products\PAP-GEN-180G-BR-1012
PAP-HP-1010-BR,PAP-HP-1010-BR,dry_run,HP HP-1010 | HP-1010 | PAP-HP-1010-BR,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PAP-HP-1010-BR,C:\Users\Sama Contabilidade\Desktop\MSN\products\PAP-HP-1010-BR
PAP-SAM-M4080FX,PAP-SAM-M4080FX,dry_run,SAM-M4080FX | PAP-SAM-M4080FX,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PAP-SAM-M4080FX,C:\Users\Sama Contabilidade\Desktop\MSN\products\PAP-SAM-M4080FX
PROD-EPS-M5399-PRT,PROD-EPS-M5399-PRT,dry_run,EPS-M5399 | PROD-EPS-M5399-PRT,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-EPS-M5399-PRT,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-EPS-M5399-PRT
PROD-GEN-C220,PROD-GEN-C220,dry_run,GEN-C220 | PROD-GEN-C220,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-GEN-C220,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-GEN-C220
PROD-HP-220V,PROD-HP-220V,dry_run,HP HP-220V | HP-220V | PROD-HP-220V,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-220V,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-220V
PROD-HP-6SB85A,PROD-HP-6SB85A,dry_run,HP HP-6SB85A | HP-6SB85A | PROD-HP-6SB85A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-6SB85A,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-6SB85A
PROD-HP-C8091A,PROD-HP-C8091A,dry_run,HP HP-C8091A | HP-C8091A | PROD-HP-C8091A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-C8091A,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-C8091A
PROD-HP-JC6601825A,PROD-HP-JC6601825A,dry_run,HP JC6601825A | JC6601825A | PROD-HP-JC6601825A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-JC6601825A,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-JC6601825A
PROD-HP-M606,PROD-HP-M606,dry_run,HP HP-M606 | HP-M606 | PROD-HP-M606,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-M606,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-M606
PROD-HP-M607,PROD-HP-M607,dry_run,HP HP-M607 | HP-M607 | PROD-HP-M607,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-M607,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-M607
PROD-HP-M830-MAG,PROD-HP-M830-MAG,dry_run,HP HP-M830 | HP-M830 | PROD-HP-M830-MAG,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-M830-MAG,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-M830-MAG
PROD-HP-Q7432A,PROD-HP-Q7432A,dry_run,HP HP-Q7432A | HP-Q7432A | PROD-HP-Q7432A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-Q7432A,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-Q7432A
PROD-HP-W9048MC,PROD-HP-W9048MC,dry_run,HP HP-W9048MC | HP-W9048MC | PROD-HP-W9048MC,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-W9048MC,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-W9048MC
PROD-HP-W9058MC,PROD-HP-W9058MC,dry_run,HP HP-W9058MC | HP-W9058MC | PROD-HP-W9058MC,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-W9058MC,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-W9058MC
PROD-HP-X3A6561001,PROD-HP-X3A6561001,dry_run,HP HP-X3A6561001 | HP-X3A6561001 | PROD-HP-X3A6561001,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-X3A6561001,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-X3A6561001
PROD-HP-Y1G14A,PROD-HP-Y1G14A,dry_run,HP HP-Y1G14A | HP-Y1G14A | PROD-HP-Y1G14A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-HP-Y1G14A,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-HP-Y1G14A
PROD-LEX-C925X76G,PROD-LEX-C925X76G,dry_run,LEX-C925X76G | PROD-LEX-C925X76G,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-LEX-C925X76G,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-LEX-C925X76G
PROD-SAM-JC6108019A,PROD-SAM-JC6108019A,dry_run,JC6108019A | PROD-SAM-JC6108019A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-JC6108019A,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-JC6108019A
PROD-SAM-JC6601861A,PROD-SAM-JC6601861A,dry_run,JC6601861A | PROD-SAM-JC6601861A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-JC6601861A,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-JC6601861A
PROD-SAM-JC6601871A,PROD-SAM-JC6601871A,dry_run,JC6601871A | PROD-SAM-JC6601871A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-JC6601871A,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-JC6601871A
PROD-SAM-JC6903309A00,PROD-SAM-JC6903309A00,dry_run,JC6903309A00 | PROD-SAM-JC6903309A00,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-JC6903309A00,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-JC6903309A00
PROD-SAM-JC6903309A00-921,PROD-SAM-JC6903309A00-921,dry_run,JC6903309A00 | PROD-SAM-JC6903309A00-921,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-JC6903309A00-921,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-JC6903309A00-921
PROD-SAM-JC6905689A00,PROD-SAM-JC6905689A00,dry_run,JC6905689A00 | PROD-SAM-JC6905689A00,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-JC6905689A00,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-JC6905689A00
PROD-SAM-JC6905718A00,PROD-SAM-JC6905718A00,dry_run,JC6905718A00 | PROD-SAM-JC6905718A00,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-JC6905718A00,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-JC6905718A00
PROD-SAM-JC9501941AR,PROD-SAM-JC9501941AR,dry_run,JC9501941AR | PROD-SAM-JC9501941AR,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-JC9501941AR,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-JC9501941AR
PROD-SAM-T609,PROD-SAM-T609,dry_run,SAM-T609 | PROD-SAM-T609,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-T609,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-T609
PROD-SAM-W506,PROD-SAM-W506,dry_run,SAM-W506 | PROD-SAM-W506,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-W506,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-W506
PROD-SAM-W659,PROD-SAM-W659,dry_run,SAM-W659 | PROD-SAM-W659,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-W659,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-W659
PROD-SAM-W806,PROD-SAM-W806,dry_run,SAM-W806 | PROD-SAM-W806,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-W806,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-W806
PROD-SAM-W8380A,PROD-SAM-W8380A,dry_run,SAM-W8380A | PROD-SAM-W8380A,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-W8380A,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-W8380A
PROD-SAM-X4300-PRT,PROD-SAM-X4300-PRT,dry_run,SAM-X4300 | PROD-SAM-X4300-PRT,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-X4300-PRT,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-X4300-PRT
PROD-SAM-X7400,PROD-SAM-X7400,dry_run,SAM-X7400 | PROD-SAM-X7400,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-SAM-X7400,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-SAM-X7400
PROD-XER-008R013021,PROD-XER-008R013021,dry_run,XER-008R013021 | PROD-XER-008R013021,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-XER-008R013021,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-XER-008R013021
PROD-XER-675K85030-PRT,PROD-XER-675K85030-PRT,dry_run,XER-675K85030 | PROD-XER-675K85030-PRT,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-XER-675K85030-PRT,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-XER-675K85030-PRT
PROD-XER-675K85040-CIA,PROD-XER-675K85040-CIA,dry_run,XER-675K85040 | PROD-XER-675K85040-CIA,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-XER-675K85040-CIA,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-XER-675K85040-CIA
PROD-XER-675K85060-AMR,PROD-XER-675K85060-AMR,dry_run,XER-675K85060 | PROD-XER-675K85060-AMR,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-XER-675K85060-AMR,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-XER-675K85060-AMR
PROD-XER-676K51531-PRT,PROD-XER-676K51531-PRT,dry_run,XER-676K51531 | PROD-XER-676K51531-PRT,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-XER-676K51531-PRT,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-XER-676K51531-PRT
PROD-XER-676K51541-CIA,PROD-XER-676K51541-CIA,dry_run,XER-676K51541 | PROD-XER-676K51541-CIA,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-XER-676K51541-CIA,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-XER-676K51541-CIA
PROD-XER-676K51561-AMR,PROD-XER-676K51561-AMR,dry_run,XER-676K51561 | PROD-XER-676K51561-AMR,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-XER-676K51561-AMR,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-XER-676K51561-AMR
PROD-XER-8870-CIA,PROD-XER-8870-CIA,dry_run,XER-8870 | PROD-XER-8870-CIA,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-XER-8870-CIA,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-XER-8870-CIA
PROD-XER-C600,PROD-XER-C600,dry_run,XER-C600 | PROD-XER-C600,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\PROD-XER-C600,C:\Users\Sama Contabilidade\Desktop\MSN\products\PROD-XER-C600
TON-BRO-815M-MAG,TON-BRO-815M-MAG,dry_run,BRO-815M | TON-BRO-815M-MAG,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\TON-BRO-815M-MAG,C:\Users\Sama Contabilidade\Desktop\MSN\products\TON-BRO-815M-MAG
TON-BRO-TN319-AMR,TON-BRO-TN319-AMR,dry_run,TN319 | TON-BRO-TN319-AMR,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\TON-BRO-TN319-AMR,C:\Users\Sama Contabilidade\Desktop\MSN\products\TON-BRO-TN319-AMR
TON-BRO-TN319-CIA,TON-BRO-TN319-CIA,dry_run,TN319 | TON-BRO-TN319-CIA,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\TON-BRO-TN319-CIA,C:\Users\Sama Contabilidade\Desktop\MSN\products\TON-BRO-TN319-CIA
TON-BRO-TN319-MAG,TON-BRO-TN319-MAG,dry_run,TN319 | TON-BRO-TN319-MAG,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\TON-BRO-TN319-MAG,C:\Users\Sama Contabilidade\Desktop\MSN\products\TON-BRO-TN319-MAG
TON-BRO-TN319-PRT,TON-BRO-TN319-PRT,dry_run,TN319 | TON-BRO-TN319-PRT,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\TON-BRO-TN319-PRT,C:\Users\Sama Contabilidade\Desktop\MSN\products\TON-BRO-TN319-PRT
TON-BRO-TN350-SC,TON-BRO-TN350-SC,dry_run,TN350 | TON-BRO-TN350-SC,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\TON-BRO-TN350-SC,C:\Users\Sama Contabilidade\Desktop\MSN\products\TON-BRO-TN350-SC
TON-CAN-GPR31-AMR,TON-CAN-GPR31-AMR,dry_run,GPR31 | TON-CAN-GPR31-AMR,,,0,0,0,simulacao; nada foi baixado ou processado,C:\Users\Sama Contabilidade\Desktop\cópia de produtos\Produtos\TON-CAN-GPR31-AMR,C:\Users\Sama Contabilidade\Desktop\MSN\products\TON-CAN-GPR31-AMR
